State,District,Latitude,Longitude,District code,Population,Male,Female,Literate,Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Male Workers,Female Workers,Non Workers,Agricultural Workers,Household Workers,Rural Households,Urban Households,Households,LPG or PNG Households,Housholds with Electric Lighting,Households with Internet,Households with Computer,Primary Education,Secondary Education,Higher Education,Graduate Education,Households with Car Jeep Van,Ownership Owned Households,Ownership Rented Households,Sex ratio,Literacy_rate
Tamil Nadu,Thanjavur,10.387692255892237,79.3194869107745,620,2405890,1182416,1223474,1790998,974079,2075870,190814,133971,231,795,1256,680483,293596,1431811,415361,31200,479070,274302,753372,223044,555582,13495,42912,431983,373111,178126,222410,17231,475525,108700,103.0,74.0
Tamil Nadu,Theni,9.924066666666668,77.43458833333332,624,1245899,625683,620216,870080,591642,1148990,56751,37574,152,79,28,368900,222742,654257,315161,14939,189328,221295,410623,147529,312310,4667,18830,219747,156676,95231,101147,6607,243448,78115,99.0,70.0
Tamil Nadu,Thiruvallur,13.275858101752885,80.19724702864492,602,3728104,1876062,1852042,2791721,1538054,3325823,143093,233633,1422,951,3693,1103563,434491,2190050,270586,58240,387237,732196,1119433,621907,909400,75634,174279,461918,622789,303091,451321,54505,636443,291863,99.0,75.0
Tamil Nadu,Thiruvarur,10.368927409395978,79.60322893959727,619,1264277,626693,637584,946471,540168,1132785,96092,33192,258,151,279,369853,170315,724109,295188,10440,321331,86848,408179,109580,303114,4416,15535,250163,203450,103908,99082,6790,287483,34994,102.0,75.0
Tamil Nadu,Tiruvannamalai,12.419318947368414,79.23265631578953,606,2464875,1235889,1228986,1626813,1238177,2294369,91636,66987,232,157,7898,738995,499182,1226698,525063,46720,563102,147061,710163,176242,549077,6445,27529,442688,343955,174560,158041,7851,536269,47934,99.0,66.0
Tamil Nadu,Vellore,12.784882632293078,79.02643283582084,605,3936331,1961688,1974643,2773928,1689330,3397857,414760,111390,676,438,3514,1123874,565456,2247001,391955,136415,653499,486801,1140300,417535,865913,20623,69912,721473,641585,311434,308514,20393,764911,144061,101.0,70.0
Tamil Nadu,Virudhunagar,9.468872195892564,77.87641469194315,625,1942288,967709,974579,1398788,950158,1822626,47838,67405,245,87,98,579111,371047,992130,208702,35298,363782,370942,734724,235005,505950,10219,37357,398670,230321,138306,167506,9845,379629,149739,101.0,72.0
Tripura,Dhalai,23.781360477941163,91.94654283088232,291,378230,194544,183686,276217,155831,307120,8256,22940,175,39120,85,105657,50174,222399,42201,2870,89457,14071,103528,5532,46875,273,5067,84516,21430,9157,6425,907,77969,2897,94.0,73.0
Tripura,North Tripura,24.121739755351683,92.17842538226292,292,693947,352860,341087,520402,248667,507967,105737,44062,151,34717,307,186034,62633,445280,43977,7088,150437,42184,192621,19631,81601,997,10310,179547,47160,22720,18419,2726,134974,8213,97.0,75.0
Tripura,South Tripura,23.211874098057383,91.6065807585568,290,876001,447544,428457,646810,366845,736015,49258,39258,245,49420,106,253229,113616,509156,111332,6375,219171,44906,264077,20246,133744,948,10393,223185,70173,31690,26870,3454,196002,6427,96.0,74.0
Tripura,West Tripura,23.780166241299337,91.41310788863107,289,1725739,879428,846311,1361354,698178,1512801,152791,53622,499,2128,362,500406,197772,1027561,156108,25163,289621,217016,506637,103228,314567,6394,36186,421485,156277,88122,85405,11356,365266,29156,96.0,79.0
Uttar Pradesh,Agra,26.99512974910393,78.05278291517321,146,4418797,2364953,2053844,2680510,1389844,3922718,411313,10076,12057,4049,21508,1119701,270143,3028953,234455,94184,496971,406852,903823,251013,536402,27183,82012,904836,450571,317618,199395,44989,626023,37112,87.0,61.0
Uttar Pradesh,Aligarh,27.93748576850093,78.00146831119557,143,3673889,1951996,1721893,2092567,1174361,2904140,729283,7635,5875,2582,2805,929337,245024,2499528,267197,78566,582117,275942,858059,153283,268120,13634,58336,491605,334738,216997,172585,21667,564776,33059,88.0,57.0
Uttar Pradesh,Allahabad,25.392038662316445,82.05172446982063,175,5954391,3131807,2822584,3665727,2111907,5102041,796756,13782,4377,4391,2247,1426110,685797,3842484,541146,185877,983266,265304,1248570,204357,391542,24122,85491,934881,596615,502826,428871,41965,853641,34772,90.0,62.0
Uttar Pradesh,Ambedkar Nagar,26.39119025974028,82.68282142857147,178,2397888,1212410,1185478,1486939,787398,1985654,401678,2536,869,1817,235,547406,239992,1610490,301120,58520,501559,65031,566590,21512,99581,2509,27308,392873,247028,172872,194387,9813,357876,4387,98.0,62.0
Uttar Pradesh,Auraiya,26.66892394014961,79.42637057356607,162,1379545,740040,639505,930836,442023,1273546,101963,1004,371,332,228,364543,77480,937522,151727,12533,255836,58438,314274,32687,65479,2404,14279,291837,168866,101542,79012,5088,240103,6104,86.0,67.0
Uttar Pradesh,Azamgarh,26.008290954773837,83.01220251256285,191,4613913,2285004,2328909,2771917,1372032,3878626,718692,3810,719,5652,183,941890,430142,3241881,452055,115991,891024,80434,971458,49699,183381,6652,47324,1344726,489060,312571,158303,20757,647550,7850,102.0,60.0
Uttar Pradesh,Baghpat,29.045793499999988,77.30266300000001,139,1303048,700070,602978,797970,416695,917474,364583,1840,483,161,16139,342604,74091,886353,74500,20347,246055,69991,316046,44732,119121,2989,19999,272939,132197,79475,44164,13301,196311,6261,86.0,61.0
Uttar Pradesh,Bahraich,27.691776300578027,81.46779783237004,180,3487731,1843884,1643847,1398368,1152160,2291892,1169330,6400,8212,2793,1177,895576,256584,2335571,482897,37965,698520,61742,760262,38940,85814,2681,35463,493760,104762,65106,47690,13451,582513,7619,89.0,40.0
Uttar Pradesh,Ballia,25.86075638297873,84.03651978723408,193,3239774,1672902,1566872,1963590,1019483,3004240,213440,4463,892,1595,233,723060,296423,2220291,384432,72194,564927,64454,629381,62157,119972,4672,42969,515010,409484,323582,200434,10846,472507,5795,94.0,61.0
Uttar Pradesh,Balrampur,27.449076537911324,82.47158326180256,182,2148665,1114721,1033944,868357,760253,1333242,805975,3228,900,1866,198,534332,225921,1388412,328768,29916,410070,35768,445838,16229,57400,1551,15510,227932,65516,40633,37109,6167,314737,4279,93.0,40.0
Uttar Pradesh,Banda,25.351885902503284,80.52487391304344,170,1799410,965876,833534,1002937,701689,1637549,157612,1367,231,168,916,485314,216375,1097721,273458,19098,378056,67569,445625,26907,73522,1655,18612,415195,114783,61702,63112,5202,312553,6773,86.0,56.0
Uttar Pradesh,Bara Banki,26.922777025232424,81.35762350597606,176,3260699,1707073,1553626,1692458,1192850,2505444,737106,4857,2090,1553,3016,871241,321609,2067849,421973,77235,635840,79068,714908,60554,108116,3159,26293,420824,197780,132332,113799,11935,554258,8736,91.0,52.0
Uttar Pradesh,Bareilly,28.51101940789474,79.43187072368416,150,4448359,2357665,2090694,2191759,1401971,2830768,1536534,14822,28187,4371,931,1153006,248965,3046388,326376,131699,631613,362798,994411,210687,272830,15164,56575,641251,272840,172554,146446,24436,698240,36162,89.0,49.0
Uttar Pradesh,Basti,26.833880454545447,82.69790590909092,185,2464464,1255272,1209192,1393783,783688,2082976,364510,3493,900,9753,107,558642,225046,1680776,282260,36856,513960,31065,545025,37593,108101,3423,30244,349221,211477,162961,143642,11477,372178,5089,96.0,57.0
Uttar Pradesh,Bijnor,29.313974259681096,78.45098815489754,134,3682713,1921215,1761498,2135393,1088036,2032081,1585210,6184,50624,1736,2134,921497,166539,2594677,311489,52549,683875,224648,908523,128042,268353,7303,37341,827447,255028,159528,148185,17143,604085,17110,92.0,58.0
Uttar Pradesh,Bulandshahr,28.34875862068968,78.01082758620684,142,3499171,1845260,1653911,2031656,1173260,2707195,777407,4088,2765,669,1572,897815,275445,2325911,241137,65937,658449,221628,880077,124641,223922,7865,38225,540754,338138,217882,151182,20979,549364,26299,90.0,58.0
Uttar Pradesh,Chandauli,25.1180859611231,83.25307062634984,196,1952756,1017905,934851,1174606,652543,1727869,215081,2153,1389,340,100,462971,189572,1300213,248674,58552,344937,50822,395759,32433,99602,3492,20762,367768,196240,135962,88299,7313,283240,9071,92.0,60.0
Uttar Pradesh,Chitrakoot,25.159924623803,81.07666087551297,171,991730,527721,464009,531072,394197,955372,34559,693,63,101,285,254977,139220,597533,150695,12555,207237,23558,230795,11637,41046,827,9437,174106,69641,40266,35826,2805,162755,3009,88.0,54.0
Uttar Pradesh,Deoria,26.42218856548857,83.8244070686071,190,3100946,1537436,1563510,1875239,876246,2730957,358539,3626,818,1182,209,639073,237173,2224700,291016,50418,597778,67928,665706,60348,150001,4469,36068,473097,372031,277548,194341,13388,463312,6074,102.0,60.0
Uttar Pradesh,Etah,27.591155309734443,78.70021858407083,201,1774480,947339,827141,1055202,545984,1611126,146346,2464,708,2887,5671,440244,105740,1228496,131779,28396,334246,67752,401998,37027,69591,2635,19712,214091,178434,119665,88607,6644,280646,6907,87.0,59.0
Uttar Pradesh,Etawah,26.78817670157068,79.07621806282728,161,1581810,845856,735954,1062003,506072,1457892,113961,1362,1045,1733,3917,413713,92359,1075738,158026,20803,265643,85483,351126,47520,113098,2964,21506,292852,195192,121283,118571,7736,261034,10690,87.0,67.0
Uttar Pradesh,Faizabad,26.60589185185181,82.00783530864202,177,2470996,1259628,1211368,1450901,831209,2094271,365806,3225,1912,737,358,597888,233321,1639787,272734,43505,510378,79288,589666,58328,127754,4746,28625,361114,231129,176303,179996,15426,403711,10253,96.0,59.0
Uttar Pradesh,Farrukhabad,27.45063297872342,79.4406284574468,159,1885204,1006240,878964,1092677,592267,1596278,276846,3137,3160,3161,487,494545,97722,1292937,135679,43528,316647,94843,411490,59209,88081,2624,18733,330084,184298,115069,110391,6765,294748,9374,87.0,58.0
Uttar Pradesh,Fatehpur,25.8374362030905,80.85416203090509,172,2632733,1384722,1248011,1512166,1063929,2274674,350700,2201,402,172,199,713736,350193,1568804,425366,51555,558807,77733,636540,43492,75263,3385,33501,463642,227119,134445,116445,16758,460648,8349,90.0,57.0
Uttar Pradesh,Firozabad,27.20963993055552,78.42660624999998,147,2498156,1332046,1166110,1521806,761521,2140745,314812,3370,1804,3395,19077,621840,139681,1736635,150221,59942,349747,185621,535368,100919,196080,5834,31797,416295,277163,166249,108627,10940,379586,28917,88.0,61.0
Uttar Pradesh,Gautam Buddha Nagar,28.393311038961038,77.52462467532465,141,1648115,890214,757901,1122947,569109,1394025,215500,7366,9261,895,4518,443384,125725,1079006,48845,35400,170835,338935,509770,193902,257586,53181,87188,330623,218587,194796,101645,78631,219857,87751,85.0,68.0
Uttar Pradesh,Ghaziabad,28.74997308584685,77.67441879350343,140,4681645,2488834,2192811,3123264,1520538,3414427,1186776,19026,23001,3487,16412,1231615,288923,3161107,123680,83672,355407,836316,1191723,501592,695130,78116,179552,858286,597661,475439,255949,119441,672322,140034,88.0,67.0
Uttar Pradesh,Ghazipur,25.624724775583484,83.5360854578097,195,3620268,1855075,1765193,2197549,1204602,3233790,368153,4181,810,3145,213,808700,395902,2415666,435934,68254,700173,61467,761640,36798,105767,5309,50180,691057,449909,334003,186306,21169,514080,5915,95.0,61.0
Uttar Pradesh,Gonda,27.157215552099505,82.0226888024882,183,3433919,1787146,1646773,1679994,1170552,2739076,678615,4735,1893,649,338,855848,314704,2263367,431532,65299,673578,52794,726372,45517,104084,4313,31811,425584,192664,144067,118176,13053,521253,9886,92.0,49.0
Uttar Pradesh,Gorakhpur,26.63315886792452,83.3549560377358,188,4440895,2277777,2163118,2700328,1351629,4009037,403847,9662,2123,2848,460,1016876,334753,3089266,454931,82965,761958,189170,951128,149727,296619,14597,65360,618398,425913,316166,273903,30258,666811,22177,95.0,61.0
Uttar Pradesh,Hamirpur,25.738158381502892,79.82619479768789,28,454768,217070,237698,358091,241931,449412,3711,243,591,95,293,118724,123207,212837,8824,3347,196116,15232,211348,34978,104120,2521,7525,71107,91184,64363,35620,6665,99538,4452,110.0,79.0
Uttar Pradesh,Hamirpur,25.738158381502892,79.82619479768789,168,1104285,593537,510748,653299,443655,1010014,91269,814,196,74,41,308527,135128,660630,181449,19876,256081,55300,311381,20175,55929,1196,11037,238344,103334,59914,59612,3791,202503,4809,86.0,59.0
Uttar Pradesh,Hardoi,27.337409090909137,80.26411767676768,155,4092845,2191442,1901403,2221601,1318946,3508131,556219,5822,5688,6671,446,1091952,226994,2773899,406830,59649,786613,121064,907677,60689,95508,3845,32065,906861,247265,138583,103523,12396,697057,7613,87.0,54.0
Uttar Pradesh,Jalaun,26.067954587155988,79.36686911314993,165,1689974,906092,783882,1075196,620764,1509708,171581,1148,463,2875,256,470969,149795,1069210,243035,26109,304856,91565,396421,42616,104176,2217,18615,327534,167911,104699,106888,7009,276057,9057,87.0,64.0
Uttar Pradesh,Jaunpur,25.70141280913127,82.54315351934063,194,4494204,2220465,2273739,2731677,1437375,3981502,483750,4947,1286,7898,349,934157,503218,3056829,436792,88404,926088,80582,1006670,56508,181467,8002,52398,939616,520111,353996,256398,22876,653913,8271,102.0,61.0
Uttar Pradesh,Jhansi,25.45581535234902,78.89954580536917,166,1998603,1057436,941167,1304513,814914,1823930,147842,7050,4951,1203,7328,565357,249557,1183689,248072,48648,309592,195321,504913,94342,183340,8517,40774,370685,186348,99814,92586,18860,326556,25466,89.0,65.0
Uttar Pradesh,Jyotiba Phule Nagar,28.870498984771597,78.39009365482241,137,1840221,963449,876772,983110,599089,1075440,750368,5952,5295,189,517,459037,140052,1241132,131877,31600,335888,115486,451374,55064,89329,2825,18303,352835,161282,164763,69522,7361,300111,10385,91.0,53.0
Uttar Pradesh,Kannauj,26.993988617886185,79.64437940379408,160,1656616,881776,774840,1017087,524676,1375788,273967,1263,504,2033,606,430934,93742,1131940,129517,51330,299785,65985,365770,32510,61491,2488,18082,283674,175582,107628,95072,6011,268151,6646,88.0,61.0
Uttar Pradesh,Kanpur Dehat,26.43047641196011,79.98710083056478,163,1796184,963255,832929,1170243,628864,1612968,176327,1300,478,819,155,493991,134873,1167320,234069,20783,363933,41323,405256,23831,49753,2682,25354,344866,223529,157167,97740,12752,320512,6125,86.0,65.0
Uttar Pradesh,Kaushambi,25.53587532051282,81.41811282051287,174,1599596,838485,761111,813424,639086,1372381,220423,2225,522,687,545,402644,236442,960510,321410,30491,349856,30764,380620,22034,43753,1503,15029,253910,146757,89011,45341,4403,271140,3175,91.0,51.0
Uttar Pradesh,Kushinagar,26.892530675909864,83.92261542461007,189,3564544,1818055,1746489,1954820,1116973,2928462,620244,5006,767,4619,383,804857,312116,2447571,528388,57049,742324,42775,785099,29304,127331,3486,35931,424892,249265,170911,119625,12849,549999,5421,96.0,55.0
Uttar Pradesh,Lalitpur,24.58877161016945,78.60082330508473,167,1221592,641011,580581,641191,503351,1163804,33724,1351,1034,69,20390,326783,176568,718241,131354,14882,258013,43819,301832,20720,77082,1079,9906,202692,61543,32237,34658,5511,209129,6708,91.0,52.0
Uttar Pradesh,Lucknow,26.838233589251463,80.89706026871404,157,4589838,2394476,2195362,3127260,1542806,3537787,985070,20493,23883,3877,4975,1226399,316407,3047032,203029,99863,344155,717566,1061721,469747,582769,68506,152257,554301,428121,378742,639260,90205,688062,107236,92.0,68.0
Uttar Pradesh,Mahoba,25.34529670138888,79.67863003472216,169,875958,466358,409600,488106,349676,815142,57454,965,389,94,234,237153,112523,526282,130422,13523,198298,48525,246823,12874,42936,1316,11298,141201,60400,33810,37165,5755,157367,4536,88.0,56.0
Uttar Pradesh,Mainpuri,27.17386862302482,79.03501851015807,148,1868529,993377,875152,1203885,560840,1746649,100723,1729,475,8814,4161,466067,94773,1307689,137174,24784,338475,72783,411258,43074,79022,2642,24451,353287,230731,144516,111696,7361,301040,7547,88.0,64.0
Uttar Pradesh,Mathura,27.59390432801821,77.62153416856502,145,2547184,1367125,1180059,1507746,840939,2310776,216933,3179,2872,883,2056,635142,205797,1706245,179248,44453,407488,177802,585290,107867,281239,8726,37596,420976,233264,155937,103102,16580,385642,19001,86.0,59.0
Uttar Pradesh,Mau,26.01082203791469,83.50582654028433,192,2205968,1114709,1091259,1363044,696747,1769937,428555,2109,340,564,155,475413,221334,1509221,212343,118614,352207,99321,451528,40087,149908,2656,26716,410737,256784,209493,150462,7411,313109,5380,98.0,62.0
Uttar Pradesh,Meerut,29.02957625698323,77.80611005586593,138,3443689,1825743,1617946,2141488,1090539,2183255,1185643,10582,24912,1855,18544,898810,191729,2353150,153995,63096,381520,422303,803823,236071,425624,23717,69473,495861,359944,254337,275076,42392,510035,47594,89.0,62.0
Uttar Pradesh,Mirzapur,25.10207959183675,82.60126628571429,199,2496970,1312302,1184668,1428683,881996,2292534,195765,2373,1133,341,701,613061,268935,1614974,334372,80246,465152,77963,543115,43500,145997,4447,24518,421577,232189,177109,140668,10205,381372,6470,90.0,57.0
Uttar Pradesh,Moradabad,28.851770406189537,78.73580193423597,135,4772006,2503186,2268820,2263848,1417811,2488265,2248392,13157,7555,1260,2426,1193439,224372,3354195,338384,88733,692398,355518,1047916,179473,281758,11690,61846,725118,296210,186311,186489,19316,737631,39319,91.0,47.0
Uttar Pradesh,Muzaffarnagar,29.470507977736563,77.64017847866423,133,4143512,2193434,1950078,2417339,1291644,2382914,1711453,6495,18601,1516,16345,1081569,210075,2851868,323641,45952,673746,296104,969850,147785,368153,10077,56149,780470,281747,148770,98691,32866,645420,27173,89.0,58.0
Uttar Pradesh,Pilibhit,28.52024175035868,79.90103974175037,151,2031007,1072002,959005,1061095,618605,1449007,489686,3510,84787,360,138,534939,83666,1412402,224192,22782,371752,89638,461390,47723,83006,2870,18097,281158,117838,77602,66129,7560,349881,7346,89.0,52.0
Uttar Pradesh,Pratapgarh,25.864842731707316,81.93530048780492,131,867848,437744,430104,401515,481294,827293,25597,358,72,32,14077,251691,229603,386554,96815,5516,209813,24269,234082,17984,71612,716,5961,111276,35206,21854,19109,2803,171300,5499,98.0,46.0
Uttar Pradesh,Pratapgarh,25.864842731707316,81.93530048780492,173,3209141,1606085,1603056,1931559,1066601,2731351,452394,3920,1451,7795,746,704569,362032,2142540,386563,68642,711085,41701,752786,46358,140538,5149,34400,558350,332742,238011,197846,15781,523892,6378,100.0,60.0
Uttar Pradesh,Rae Bareli,26.253902840059787,81.22260463378181,158,3405559,1752542,1653017,1965843,1204710,2975998,413243,3634,2424,722,397,867393,337317,2200849,507882,60774,705025,73393,778418,65080,247856,5184,34788,538301,270775,182823,153041,13483,597191,12244,94.0,58.0
Uttar Pradesh,Rampur,28.83244727272725,79.10977333333337,136,2335819,1223889,1111930,1043666,737261,1073890,1181337,9201,65316,384,1307,609693,127568,1598558,230238,54238,396775,143217,539992,62281,131112,3847,25960,374898,85117,51703,43839,14386,373771,14956,91.0,45.0
Uttar Pradesh,Saharanpur,30.03381165217392,77.59905147826095,132,3466382,1834106,1632276,2077108,1037344,1966892,1454052,6523,18627,1937,10208,911136,126208,2429038,273050,34032,605082,284156,889238,149035,404499,9699,38816,600668,256510,163463,154153,21310,555491,26897,89.0,60.0
Uttar Pradesh,Sant Kabir Nagar,26.791596516393444,83.0387764344262,186,1715183,869656,845527,954949,539469,1300586,404410,1766,447,4393,95,383482,155987,1175714,241825,28884,324972,27179,352151,17671,79525,2031,19729,290532,129442,86528,63506,6778,253488,2887,97.0,56.0
Uttar Pradesh,Shahjahanpur,27.991389350649328,79.8302275324675,152,3006538,1606403,1400135,1490930,892214,2412595,527581,4630,51090,2312,301,783313,108901,2114324,275192,31141,520289,134714,655003,91958,115163,3889,27533,476064,158430,96308,87355,9927,497520,14789,87.0,50.0
Uttar Pradesh,Sitapur,27.501995963091108,80.85288881199547,154,4483992,2375264,2108728,2283733,1422602,3555450,893725,6579,11611,2663,1410,1171252,251350,3061390,473554,70971,827583,111319,938902,74072,102040,3874,34609,656401,221898,136383,127750,11679,776437,11939,89.0,51.0
Uttar Pradesh,Sonbhadra,24.46693268858798,83.06816324951639,200,1862559,971344,891215,985708,730399,1738769,103567,3963,1649,1747,487,463611,266788,1132160,371261,29417,337048,91040,428088,40467,95582,5149,25220,297226,120822,82614,63846,10279,288821,19116,92.0,53.0
Uttar Pradesh,Sultanpur,26.2846386419753,82.05710456790123,179,3797117,1914586,1882531,2239902,1242632,3119590,650261,4453,1629,9989,426,869838,372794,2554485,501634,85785,839737,49891,889628,55055,233701,5956,44008,637015,306046,188848,176414,18382,612902,9494,98.0,59.0
Uttar Pradesh,Unnao,26.63163990895297,80.636773292868,156,3108367,1630087,1478280,1773584,1124744,2732016,363453,3574,1204,920,240,851014,273730,1983623,332663,49243,596317,121039,717356,70484,99466,3476,28719,512965,240024,136688,101934,10191,548851,14029,91.0,57.0
Uttar Pradesh,Varanasi,25.36057088888889,82.82529666666672,197,3676841,1921857,1754984,2403903,1220708,3107681,546987,7696,3309,1146,1898,921234,299474,2456133,182146,168764,438935,316129,755064,202055,336056,19214,57583,608174,447926,351391,281652,24216,500257,33976,91.0,65.0
Uttaranchal,Almora,29.683532133676103,79.50165064267351,64,622506,291081,331425,436497,298211,611250,7752,1895,256,201,31,142460,155751,324295,10274,4312,260056,21082,281138,40199,109876,1830,9858,120029,76148,53026,37742,3396,123666,12840,114.0,70.0
Uttaranchal,Bageshwar,29.98703393393397,79.83954354354357,63,259898,124326,135572,179483,123638,257509,1440,397,46,102,7,58708,64930,136260,8985,2991,96031,3880,99911,13352,47083,435,3595,47788,31224,20785,10900,1149,53896,3013,109.0,69.0
Uttaranchal,Chamoli,30.58338611464965,79.56281095541402,57,391605,193991,197614,280556,180940,385818,4395,428,323,190,11,93832,87108,210665,3845,5384,163434,22906,186340,27853,71524,899,5582,68435,47703,32557,27168,2516,72625,11202,102.0,72.0
Uttaranchal,Champawat,29.29142393939393,80.07720212121217,65,259648,131125,128523,177726,99566,249563,8693,870,336,24,28,60427,39139,160082,4032,1570,85202,12839,98041,18785,37725,548,3159,48093,23610,18360,15110,1387,44945,5095,98.0,68.0
Uttaranchal,Pithoragarh,30.14720631868129,80.34229230769236,62,483439,239306,244133,345550,216490,475105,6015,1401,260,185,13,113539,102951,266949,5432,6055,183687,26256,209943,45365,95421,1344,7932,87585,56591,42086,28375,3008,94192,14522,102.0,71.0
Uttaranchal,Tehri Garhwal,30.463700918635173,78.48783792650917,59,618931,297986,320945,407994,280442,609835,7374,656,290,32,91,140821,139621,338489,8129,4021,227059,27177,254236,50929,117239,1366,7831,103462,74008,58434,30704,4324,114292,13655,108.0,66.0
Uttaranchal,Udham Singh Nagar,29.02779577677222,79.45629004524895,67,1648902,858783,790119,1037839,591458,1104452,372267,6064,162768,505,738,444578,146880,1057444,165250,26396,269406,145253,414659,116576,254802,7883,28053,302653,169274,113661,111062,16841,255817,30144,92.0,63.0
Uttaranchal,Uttarkashi,30.968958552036234,78.56880615384617,56,330086,168597,161489,215126,157276,324859,3554,353,167,563,74,84265,73011,172810,4387,3122,112148,9061,121209,21374,52621,602,4104,46625,30901,24989,18882,1637,55125,8431,96.0,65.0
West Bengal,Bankura,23.081280892857155,87.12640053571437,339,3596674,1838095,1758579,2232992,1466220,3033581,290450,3865,386,260,2904,1050822,415398,2130454,647374,61386,900515,90885,991400,45126,334670,4273,34128,545200,261478,143882,133465,7898,736418,10490,96.0,62.0
West Bengal,Barddhaman,23.444453888888884,87.8150581111111,335,7717563,3966889,3750674,5247208,2911251,6008472,1599764,21220,16675,1602,1674,2293083,618168,4806312,973182,124558,1364868,862368,2227236,292585,1049943,32323,141387,1437198,698251,405935,439823,46714,1485095,136517,95.0,68.0
West Bengal,Birbhum,24.06389342723,87.65153089201888,334,3502404,1790920,1711484,2158447,1331603,2181515,1298054,10906,582,258,1152,1029770,301833,2170801,611510,65062,831044,134565,965609,57010,333752,5210,39636,661190,245201,122865,115743,7305,764002,14309,96.0,62.0
West Bengal,Dakshin Dinajpur,25.342094363021435,88.69821679819614,331,1676276,857199,819077,1083685,702987,1232850,412788,24794,276,148,323,499560,203427,973289,279932,32290,390949,70077,461026,37186,168069,2518,24318,323965,135556,63286,52345,6211,381199,7064,96.0,65.0
West Bengal,Darjiling,26.839619571045585,88.33145067024122,327,1846823,937259,909564,1315585,683726,1366681,105086,141848,2032,209240,1840,479586,204140,1163097,66041,16579,303284,215675,518959,141897,297176,10943,38065,344865,176129,113905,110193,15192,305878,48498,97.0,71.0
West Bengal,Haora,22.401674174428507,87.99421176968654,341,4850029,2500819,2349210,3605206,1819845,3535844,1270641,8666,4380,1258,9699,1498170,321675,3030184,181662,297774,483384,869313,1352697,325053,796953,30751,99261,1059842,446743,284481,304594,22295,861570,140302,94.0,74.0
West Bengal,Hugli,22.87929264705881,88.00010264705891,338,5519145,2814653,2704492,4078388,2152870,4574569,870204,7300,2662,1730,2160,1713608,439262,3366275,583380,111828,992085,647953,1640038,319815,965258,31725,118459,1172797,515807,333658,380060,24013,1121201,111963,96.0,74.0
West Bengal,Jalpaiguri,26.62642031250004,89.04154375000003,328,3872846,1983064,1889782,2498780,1512910,3156781,445817,186279,2994,50676,1461,1091361,421549,2359936,349672,30090,798378,319426,1117804,138522,382500,9322,48818,765613,292056,150360,129393,16431,693346,77231,95.0,65.0
West Bengal,Kolkata,22.550581481481483,88.3527648148148,342,4496694,2356766,2139928,3588137,1795740,3440290,926414,39758,13849,4771,21178,1412466,383274,2700954,12388,68438,0,1308106,1308106,623579,927602,136618,252644,597841,555529,425245,691804,85605,540172,385117,91.0,80.0
West Bengal,Maldah,25.08026802575105,88.17191684549356,332,3988845,2051541,1937304,2086432,1537847,1914352,2045151,13209,747,359,639,1086461,451386,2450998,545759,196687,830318,128678,958996,54213,297716,5357,63525,629137,238078,109719,92207,9639,810212,12496,94.0,52.0
West Bengal,Murshidabad,24.25950655391121,88.16816860465121,333,7103807,3627564,3476243,4055834,2589907,2359061,4707573,18102,766,348,3037,1985667,604240,4513900,842294,466007,1501066,350899,1851965,92742,541169,7951,79729,1428661,443254,230242,170051,14050,1481222,21489,96.0,57.0
West Bengal,Nadia,23.56410971055088,88.58293034547152,336,5167600,2653768,2513832,3480555,1842607,3728482,1382682,33835,849,514,281,1554090,288517,3324993,556134,169138,1081381,468390,1549771,168314,623729,12787,77210,1093403,412193,236828,209562,18658,1162914,31984,95.0,67.0
West Bengal,Puruliya,23.254192328767108,86.3968532876713,340,2930115,1496996,1433119,1624905,1249642,2373120,227249,8646,622,209,3052,801254,448388,1680473,492205,87560,653219,99433,752652,30675,189889,3551,32862,480046,177459,91807,77621,6602,546915,13996,96.0,55.0
West Bengal,Uttar Dinajpur,26.044619165196977,88.23595232216337,330,3007134,1551066,1456068,1489667,1075626,1482943,1501170,16702,477,432,1324,799627,275999,1931508,442328,37978,683981,94269,778250,39138,199307,2883,31210,488047,163106,73395,59457,8150,573488,10356,94.0,50.0
