State,District,Latitude,Longitude,District code,Population,Male,Female,Literate,Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Male Workers,Female Workers,Non Workers,Agricultural Workers,Household Workers,Rural Households,Urban Households,Households,LPG or PNG Households,Housholds with Electric Lighting,Households with Internet,Households with Computer,Primary Education,Secondary Education,Higher Education,Graduate Education,Households with Car Jeep Van,Ownership Owned Households,Ownership Rented Households,Sex ratio,Literacy_rate
Goa,North Goa,15.548723418714054,73.80667997909038,585,818008,416677,401331,663060,327658,622213,57941,134169,618,553,546,239125,88533,490350,14120,8862,115859,209230,325089,132612,173951,23440,56266,101521,153887,87513,86781,44342,145651,26362,96.0,81.0
Goa,South Goa,15.195278658183785,73.941792596877,586,640537,322463,318074,502427,249590,341664,63623,231961,855,542,563,180411,69179,390947,12640,5846,88620,162873,251493,102191,138810,17624,44299,73039,108989,64786,57460,35031,108881,29829,99.0,78.0
Gujarat,Ahmadabad,22.605425564971743,72.23898135593227,474,7214225,3788051,3426174,5435760,2594952,6042416,883238,50754,14542,4518,209287,2127547,467405,4619273,268954,54876,353169,1845383,2198552,965017,1456046,126341,273651,1614370,1135058,549188,839295,174812,1193694,269205,90.0,75.0
Gujarat,Amreli,21.04832649310872,71.43457637825426,480,1514190,771049,743141,995459,657139,1410463,99105,919,415,243,2053,453642,203497,857051,209935,6083,313714,116899,430613,80378,273331,2538,12765,412251,149478,66785,50999,10236,265928,21529,96.0,66.0
Gujarat,Anand,22.282718206229863,72.57782051557454,482,2092745,1087224,1005521,1551253,844794,1798794,250919,29789,1524,267,8591,627561,217233,1247951,346329,16460,413078,208909,621987,147122,378310,9902,32523,560542,283571,127459,110351,19352,379759,31488,92.0,74.0
Gujarat,Banas Kantha,24.258538965517253,71.93205252873561,469,3120506,1610379,1510127,1704923,1248600,2890305,213505,1686,486,281,12659,836268,412332,1871906,350541,11812,666773,137424,804197,84832,396873,3424,23149,859436,226765,105372,66950,22723,515862,33035,94.0,55.0
Gujarat,Bharuch,21.75787276237761,72.67326346710801,488,1551019,805707,745312,1118276,627124,1188204,343511,9494,1733,442,4813,468919,158205,923895,253577,8902,300677,181319,481996,121542,309091,10257,29531,367060,188539,83895,74380,21579,279792,44555,93.0,72.0
Gujarat,Bhavnagar,21.70219390341736,72.16272632761141,481,2880365,1490201,1390164,1887255,1150632,2632574,212863,3457,1410,445,26974,838781,311851,1729733,334025,17996,387251,356826,744077,171327,500757,7297,28925,929286,281250,96241,93391,17517,467094,61608,93.0,66.0
Gujarat,Gandhinagar,23.193679790026252,72.67221679790026,473,1391753,723864,667889,1030494,534976,1319586,57273,3237,1985,497,6405,408075,126901,856777,129356,8600,237624,195634,433258,132683,262539,12107,33662,363156,196456,95730,108400,26385,234873,41902,92.0,74.0
Gujarat,Jamnagar,22.410600414263328,69.62062005768233,477,2160119,1114192,1045927,1396534,847440,1810443,320805,4392,1873,1086,18856,646822,200618,1312679,147193,11359,347158,299167,646325,142974,386538,11573,30384,491009,199634,74029,87523,20471,354786,56645,94.0,65.0
Gujarat,Junagadh,20.929523011609785,70.54733890140345,479,2743082,1404356,1338726,1842818,1123709,2397056,334858,2586,1110,1291,3841,801859,321850,1619373,333996,9645,489237,287506,776743,144561,498326,6628,26991,700258,311849,137505,139957,17447,457405,57119,95.0,67.0
Gujarat,Kachchh,23.48057203301311,68.82192301497916,468,2092371,1096737,995634,1252319,776228,1608921,442355,6192,6353,490,25312,624704,151524,1316143,183971,10802,488293,250982,739275,140067,403294,9631,31961,469402,157284,61366,60386,28788,328271,83137,91.0,60.0
Gujarat,Kheda,22.88765312500002,73.018803515625,483,2299885,1185727,1114158,1660243,933983,2000884,264482,26629,1403,300,3479,674586,259397,1365902,359842,12455,461479,160547,622026,99982,372226,5710,24502,641541,310341,148530,84223,12788,429236,22358,94.0,72.0
Gujarat,Mahesana,23.529355452865065,72.45545194085031,471,2035064,1056520,978544,1502645,812064,1885732,136431,1954,1082,146,7087,588699,223365,1223000,242969,10282,476005,183738,659743,180985,385609,7759,33731,467128,266108,139208,130723,25163,371860,43193,93.0,74.0
Gujarat,Narmada,21.70666386292833,73.68403208722742,487,590297,301086,289211,370336,294795,559848,22600,4413,147,80,373,174282,120513,295502,188030,2594,138121,22248,160369,12997,101940,576,4081,146661,52687,28396,14748,2442,115602,4801,96.0,63.0
Gujarat,Navsari,20.866973318871995,72.86184869848157,490,1329672,678165,651507,1001909,591834,1225087,78669,5733,2459,601,13386,407881,183953,737838,206608,7173,267739,141417,409156,114620,267679,6726,24397,266733,190861,112460,85041,18669,262571,25882,96.0,75.0
Gujarat,Panch Mahals,22.80435606837605,73.61984598290586,484,2390776,1226961,1163815,1440805,1097507,2220974,158513,2863,662,337,5236,673565,423942,1293269,376038,10771,463363,104238,567601,59096,398937,3456,19753,601358,283648,139773,71810,9656,425072,15044,95.0,60.0
Gujarat,Patan,23.80634198473284,71.75162977099237,470,1343734,694397,649337,837913,554830,1194745,142797,916,337,66,3602,383074,171756,788904,227080,6392,301483,102655,404138,66310,223424,2231,12870,364667,129584,57494,46355,7802,245138,19197,94.0,62.0
Gujarat,Porbandar,21.55092351651571,69.71896987722886,478,585449,300209,285240,393678,231169,549749,33565,500,248,91,515,174118,57051,354280,48964,2371,96015,87557,183572,41686,117040,1653,5639,150643,63458,25119,22458,4395,103353,16208,95.0,67.0
Gujarat,Rajkot,22.40603377715488,70.83679439383323,476,3804558,1974445,1830113,2725056,1479050,3397406,361388,5478,1918,1170,33591,1159480,319570,2325508,214285,23780,459474,721532,1181006,362140,747352,21785,67370,913928,540278,204306,266295,55289,644828,111779,93.0,72.0
Gujarat,Sabar Kantha,23.71803594548552,73.13638790459964,472,2428589,1244231,1184358,1578734,1084878,2260560,148563,6375,614,168,11110,681435,403443,1343711,333867,10909,544024,121509,665533,99037,438606,5262,25425,597667,333650,198963,110817,22379,450063,22065,95.0,65.0
Gujarat,Surat,21.25761372772093,72.93488716344339,492,6081322,3402224,2679098,4571410,2553542,5260193,660772,21052,5703,12902,112835,2142819,410723,3527780,325739,42040,369840,1529998,1899838,815423,1252452,55694,149331,1332690,896927,433651,379505,106983,788508,478407,79.0,75.0
Gujarat,Surendranagar,22.82672007299272,71.48358740875906,475,1756268,909917,846351,1093626,723500,1620282,109681,1419,512,312,22992,504038,219462,1032768,270861,9518,340788,159810,500598,77857,302068,2975,15309,482679,172947,61164,58389,10088,306924,26468,93.0,62.0
Gujarat,The Dangs,20.801633877551023,73.6883518367347,489,228291,113821,114470,140968,118257,203545,3593,20029,69,32,39,61329,56928,110034,40486,1172,52102,7516,59618,2029,29794,137,1393,59954,14872,7560,3490,991,46314,1291,101.0,62.0
Gujarat,Vadodara,22.26133739279589,73.49433010291594,486,4165626,2153736,2011890,2893080,1693473,3713941,384579,23813,9340,2069,27650,1233312,460161,2472153,570361,17680,547454,692971,1240425,411734,798277,53606,117818,865726,504732,268451,314960,72630,771779,88479,93.0,69.0
Gujarat,Valsad,20.44238231644259,72.9148584798345,491,1705678,887222,818456,1170657,743245,1571147,94034,19661,1589,913,13809,516188,227057,962433,183025,11833,262410,235981,498391,137209,329218,11020,31285,303197,212318,123281,90912,23938,297911,58586,92.0,69.0
Haryana,Ambala,30.3503672316384,76.94970310734456,70,1128350,598703,529647,818025,372139,955096,22143,3705,138202,381,4845,320120,52019,756211,57293,15753,175365,139891,315256,121622,199681,12899,32767,170110,163544,97980,91472,26122,183898,18611,88.0,72.0
Haryana,Bhiwani,28.728868064516128,76.02110225806452,81,1634445,866672,767773,1069871,623006,1611031,15515,873,2401,254,1016,430678,192328,1011439,103788,14855,357047,99235,456282,88938,266244,5292,25236,223049,218631,148995,104875,16793,293443,11408,89.0,65.0
Haryana,Faridabad,28.14873109756098,77.32718536585368,88,1809733,966110,843623,1272739,579229,1588407,161680,9743,34572,640,4883,476933,102296,1230504,29288,32286,87700,382981,470681,258422,333171,43437,82673,220384,282666,178846,259933,63470,276186,69917,87.0,70.0
Haryana,Fatehabad,29.57298318584072,75.54608716814157,78,942011,495360,446651,557578,369083,779243,8360,996,150969,171,1172,263498,105585,572928,97997,6558,203020,55360,258380,51693,153301,3210,13142,136663,93526,61476,37741,14030,162708,8832,90.0,59.0
Haryana,Gurgaon,28.043894789579163,77.01935130260523,86,1514432,816690,697742,1111116,544716,1408801,70842,9725,15097,944,7451,432456,112260,969716,27097,18228,141703,381988,523691,238359,305751,67087,102343,177453,219200,150120,233402,92934,211728,98060,85.0,73.0
Haryana,Hisar,29.23628731117825,75.84324682779452,80,1743931,931562,812369,1114311,691621,1701061,21650,1945,12270,334,3620,488321,203300,1052310,144213,16097,302013,154113,456126,110495,285004,10132,33400,230074,202792,144626,105346,24642,295628,23078,87.0,64.0
Haryana,Jhajjar,28.59651868131869,76.61137142857145,83,958405,514667,443738,676091,326534,945693,8247,734,1042,105,645,250020,76514,631871,44845,9254,211816,78328,290144,70149,168558,5034,19241,109829,145258,97457,58826,14298,168223,12154,86.0,71.0
Haryana,Jind,29.45149821958457,76.29598575667653,77,1334152,713006,621146,832758,523422,1276669,23016,889,29103,172,2594,368277,155145,810730,102071,9114,278335,89665,368000,78386,222462,5263,23750,185626,154773,107994,64599,15836,227870,12316,87.0,62.0
Haryana,Kaithal,29.96068539094649,76.37698930041155,73,1074304,571003,503301,646529,373899,974520,8232,1769,87558,265,351,292696,81203,700405,85651,9450,231091,75696,306787,62668,187349,3724,15301,158239,117753,82297,51043,12792,189832,7550,88.0,60.0
Haryana,Karnal,29.703200647249204,76.87488025889972,74,1505324,797712,707612,978013,516062,1341002,31650,2049,126207,532,1516,411646,104416,989262,133723,15311,292682,135920,428602,143133,267223,11163,29253,231354,183590,124790,101387,26238,258981,19328,89.0,65.0
Haryana,Kurukshetra,30.05652659846548,76.78774680306903,72,964655,510976,453679,646893,336780,805175,15970,1943,140395,214,375,268556,68224,627875,85890,6726,203553,88268,291821,90150,171908,7356,21951,145392,120790,81964,71007,20261,162147,13063,89.0,67.0
Haryana,Mahendragarh,28.1352161458333,76.14018072916659,84,922088,486665,435423,630255,338584,913251,5660,301,1737,75,644,232935,105649,583504,38320,7639,223726,44216,267942,45359,135455,2624,13908,135849,132765,94245,60296,8538,162961,3691,89.0,68.0
Haryana,Panchkula,30.700897142857134,76.97173238095236,69,561293,299679,261614,405318,211479,490702,23451,2583,40951,1008,1626,164865,46614,349814,12827,9870,70895,93656,164551,69687,103455,18615,32174,73584,69163,48306,83256,29497,78722,24115,87.0,72.0
Haryana,Panipat,29.34352134146342,76.92895914634147,75,1205437,646857,558580,786599,412318,1083936,86622,2261,25064,289,4647,328667,83651,793119,62358,15824,173502,153804,327306,121846,209965,10024,26719,170565,141473,91756,75774,17466,182191,32473,86.0,65.0
Haryana,Rewari,28.19164714828897,76.55956007604564,85,900332,474335,425997,636947,337727,889133,5713,701,1804,202,1525,235326,102401,562605,28215,9782,199449,69305,268754,62667,152651,5121,18092,120860,139646,95807,65143,12161,156650,9969,90.0,71.0
Haryana,Rohtak,28.892517647058817,76.53123235294117,82,1061204,568479,492725,747582,345967,1043887,8185,732,3916,200,3491,272646,73321,715237,36568,8521,175203,131739,306942,94633,193120,8482,27225,150903,168499,109596,100346,16545,185204,15541,87.0,70.0
Haryana,Sirsa,29.63583446327684,74.90970480225988,79,1295189,682582,612607,782897,502003,940255,9524,2186,338962,370,2256,369462,132541,793186,147042,11952,245476,93316,338792,70538,215527,6287,22706,201349,134559,83373,61620,24468,219428,12951,90.0,60.0
Himachal Pradesh,Bilaspur,31.3780422907489,76.65316079295157,30,381956,192764,189192,287620,205871,371973,6984,236,2387,113,10,111543,94328,176085,4138,2561,152458,11987,164445,17262,79146,1574,6281,59489,64730,45695,25474,6573,75560,4092,98.0,75.0
Himachal Pradesh,Bilaspur,31.3780422907489,76.65316079295157,406,2663629,1351574,1312055,1596560,1203197,2540763,57973,20745,6373,2979,2357,715467,487730,1460432,572292,21658,549632,188174,737806,77727,519704,8566,30892,407692,189296,152838,134637,13137,561313,37623,97.0,60.0
Himachal Pradesh,Chamba,32.66741814595661,76.39354063116366,23,519080,261320,257760,323842,294035,479782,32455,1559,2745,1740,57,158791,135244,225045,9193,4521,186395,13836,200231,21458,96082,1615,5117,96789,64515,40440,15506,5074,94367,6546,99.0,62.0
Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594,28,454768,217070,237698,358091,241931,449412,3711,243,591,95,293,118724,123207,212837,8824,3347,196116,15232,211348,34978,104120,2521,7525,71107,91184,64363,35620,6665,99538,4452,110.0,79.0
Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594,168,1104285,593537,510748,653299,443655,1010014,91269,814,196,74,41,308527,135128,660630,181449,19876,256081,55300,311381,20175,55929,1196,11037,238344,103334,59914,59612,3791,202503,4809,86.0,59.0
Himachal Pradesh,Kangra,32.14093603238864,76.41205910931173,24,1510075,750591,759484,1152640,675170,1461140,19797,3023,8929,14511,194,403756,271414,834905,54849,15662,588321,39007,627328,148361,330081,8053,22753,243617,284124,192936,91236,22727,314828,16832,101.0,76.0
Himachal Pradesh,Kinnaur,31.60667184065933,78.51613736263741,34,84121,46249,37872,60699,56273,64732,448,485,249,18086,29,33863,22410,27848,2537,944,44514,0,44514,10740,17865,354,2563,13749,11140,7871,5118,2775,13926,4511,82.0,72.0
Himachal Pradesh,Kullu,31.90911922077925,77.40922649350647,26,437903,225452,212451,307672,269084,415669,2974,1568,1396,15377,94,148829,120255,168819,12372,2707,167995,20709,188704,40064,91322,2623,7010,77363,58122,39081,23168,8479,80610,12616,94.0,70.0
Himachal Pradesh,Mandi,31.635805940594054,76.96556930693067,27,999777,498065,501712,723747,572671,981412,9460,876,4081,2628,43,297464,275207,427106,15822,7134,431129,31696,462825,59324,214491,5333,16401,159043,180188,128549,54139,15958,205510,11024,101.0,72.0
Himachal Pradesh,Shimla,31.155725451807253,77.62573042168668,33,814010,425039,388971,612642,430926,791449,11810,2025,4047,3262,185,258628,172298,383084,26114,7967,279269,95896,375165,108888,172754,9177,24127,113536,141490,95341,80414,23107,126522,44241,92.0,75.0
Himachal Pradesh,Sirmaur,30.682764453961443,77.43184689507493,32,529855,276289,253566,362645,280083,476830,33215,577,15501,2645,236,169399,110684,249772,10730,5313,171102,21054,192156,28904,91509,2220,8593,100123,67080,38282,23352,7459,83947,10156,92.0,68.0
Himachal Pradesh,Solan,31.03864311926604,76.94442140672783,31,580320,308754,271566,428578,298737,548579,14678,1452,13926,574,591,190001,108736,281583,10283,4969,192787,51509,244296,53722,119866,5250,14478,89407,95232,59363,36803,15117,86649,31305,88.0,74.0
Himachal Pradesh,Una,31.58330388349513,76.18353932038836,29,521173,263692,257481,399715,215346,480138,14275,390,26009,56,70,141612,73734,305827,19604,3427,185091,20126,205217,43809,105929,2412,8238,87913,105204,60626,32120,8059,101443,5195,98.0,77.0
Jammu and Kashmir,Doda,33.359614675767915,76.07163720136518,16,409936,213641,196295,219083,151912,187621,220614,472,422,21,22,101144,50768,258024,12199,1932,122267,11350,133617,7963,61831,596,3077,47350,48359,31416,12647,1804,76189,1997,92.0,53.0
Jammu and Kashmir,Jammu,32.713199095022645,74.8477520361991,21,1529958,813821,716137,1137135,508622,1289240,107489,12104,114272,470,1987,417456,91166,1021336,36873,10589,254566,248043,502609,197168,294739,19905,46657,185962,261852,159257,146501,44063,274859,18255,88.0,74.0
Jammu and Kashmir,Kargil,33.565994894894914,76.63675315315312,4,140802,77785,63017,86236,51873,10341,108239,604,1171,20126,28,39839,12034,88929,3763,1222,40370,7774,48144,3285,15824,235,1005,19083,16938,9826,3077,1847,16646,1419,81.0,61.0
Jammu and Kashmir,Kathua,32.51781678321678,75.58901398601404,7,616435,326109,290326,389204,200431,540063,64234,1828,9551,24,16,161548,38883,416004,21566,3952,181374,33473,214847,32772,109422,1443,6112,82715,91522,47694,24330,4687,114949,2179,89.0,63.0
Jammu and Kashmir,Pulwama,33.88414418604652,75.00921860465118,12,560440,293064,267376,293958,188420,13840,535159,1109,9440,35,6,138428,49992,372020,34080,10615,147520,21703,169223,16828,73629,1537,5293,54808,67368,40931,31286,6164,80452,459,91.0,52.0
Jammu and Kashmir,Punch,33.791241290322574,74.29593161290322,5,476835,251899,224936,261724,161393,32604,431279,958,11188,83,10,117677,43716,315442,31583,3930,132139,15269,147408,13160,62900,346,3342,72024,46062,29517,13962,1731,87711,762,89.0,55.0
Jammu and Kashmir,Srinagar,34.27312898550724,75.11021159420288,10,1236829,651124,585705,748584,407188,42540,1177342,2746,12187,285,74,333151,74037,829641,10408,20095,4518,257721,262239,138119,165403,16413,33831,173309,176409,132727,121856,34586,160923,5135,90.0,61.0
Jammu and Kashmir,Udhampur,33.04770670731707,75.15286951219511,19,554985,296784,258201,322354,243672,489044,59771,1962,3418,106,57,163845,79827,311313,11396,2641,148664,34696,183360,20008,73999,1214,5744,80129,55024,29657,17345,3800,90329,2544,87.0,58.0
Jharkhand,Bokaro,23.6814965034965,85.98398374125864,355,2062330,1072807,989523,1273520,685368,1636460,241451,13730,4174,1890,2045,507677,177691,1376962,126406,21671,250312,258452,508764,67157,274726,9754,37997,338861,232434,154076,116396,21098,292464,67373,92.0,62.0
Jharkhand,Chatra,24.11619945750453,84.93295804701627,347,1042886,533935,508951,510061,397690,903179,116710,6565,888,35,129,251213,146477,645196,188513,14210,200974,14528,215502,5307,27037,590,9115,161729,63670,35342,21697,2110,176487,2533,95.0,49.0
Jharkhand,Deoghar,24.33070100755672,86.75697632241814,350,1492073,775022,717051,793538,551467,1165140,302626,6027,143,188,282,383691,167776,940606,209693,39361,257373,64337,321710,26760,130193,1944,13550,266292,96331,54419,43979,3714,249689,7201,93.0,53.0
Jharkhand,Dhanbad,23.854509090909097,86.40372924901185,354,2684487,1405956,1278531,1722204,844504,2149480,431762,11243,9727,331,1268,658851,185653,1839983,103488,25889,258764,405455,664219,83995,427173,11568,46646,501453,305054,186697,107382,18631,359496,76629,91.0,64.0
Jharkhand,Dumka,24.275006125574265,87.27662450229711,362,1321442,668514,652928,672409,624779,1044726,106865,86404,234,267,162,367108,257671,696663,303084,23106,303697,23281,326978,11836,62110,1193,10396,229259,69525,38383,25593,2912,267228,3967,98.0,51.0
Jharkhand,Garhwa,24.082114689265527,83.68664265536722,346,1322784,683575,639209,653476,571431,1104475,194680,17168,123,371,20,335451,235980,751353,328673,14487,272872,19180,292052,6798,29373,565,8881,195565,87844,46882,28144,2671,250350,2997,94.0,49.0
Jharkhand,Giridih,24.30578509874329,86.08710915619386,349,2445474,1258098,1187376,1253475,1036277,1856202,508586,14645,937,650,1503,623946,412331,1409197,362610,32544,452564,46886,499450,16909,125431,1944,19976,443980,146464,77540,55122,6290,381432,6860,94.0,51.0
Jharkhand,Godda,24.8189,87.2941735483871,351,1313551,677927,635624,604519,552191,937126,289182,37795,97,128,115,344019,208172,761360,307767,18719,276454,15576,292030,7421,43230,874,11925,190777,79430,47395,30870,1754,245973,2288,94.0,46.0
Jharkhand,Gumla,23.078532948929148,84.55056787479396,366,1025213,514390,510823,559720,487508,309563,51429,202449,221,531,23,264774,222734,537705,97918,12771,216629,16445,233074,9108,31687,831,7807,242580,82114,45613,23742,2181,179247,7713,99.0,55.0
Jharkhand,Jamtara,23.97873318077801,86.95325080091534,363,791042,404830,386212,426312,326631,550560,164406,4419,520,118,783,214740,111891,464411,135667,11547,165555,20113,185668,5564,49419,808,4959,132014,40613,22995,14802,1632,145904,3164,95.0,54.0
Jharkhand,Latehar,23.72511185840708,84.48298743362837,359,726978,369666,357312,350682,313379,473049,69808,47653,120,128,16,180106,133273,413599,142729,9205,146377,14137,160514,2177,38194,340,6240,121529,46142,23885,13956,1268,127924,3721,97.0,48.0
Jharkhand,Lohardaga,23.488796043165483,84.6605169064748,356,461790,232629,229161,259707,221332,112378,95012,16770,51,33,15,121605,99727,240458,80840,4449,96759,14725,111484,8016,28769,351,2954,84920,38503,21987,13847,1102,87210,2967,99.0,56.0
Jharkhand,Pakur,24.57260428082189,87.69691969178076,353,900422,452661,447761,352881,404584,410127,322963,75865,356,283,222,234012,170572,495838,150028,19471,200588,16587,217175,5316,31414,328,4535,133770,29934,15700,9822,923,175835,2847,99.0,39.0
Jharkhand,Palamu,24.196925968109337,84.20310842824594,358,1939869,1006302,933567,1024563,713175,1683169,238295,6164,734,188,284,473042,240133,1226694,380976,19911,355529,52375,407904,17270,68238,2155,19981,296937,160964,100290,63595,8015,346286,6419,93.0,53.0
Jharkhand,Ranchi,23.184235061391547,85.31781937244203,364,2914253,1494937,1419316,1911433,1142867,1612239,410759,193974,4826,932,2733,743967,398900,1771386,267360,38452,420740,310242,730982,164237,350908,22538,76565,547583,370847,247237,195181,34053,461581,79680,95.0,66.0
Jharkhand,Sahibganj,24.93667989690721,87.68264097938142,352,1150567,589391,561176,483263,490202,628044,398243,83208,198,245,125,295690,194512,660365,206902,43179,223450,37543,260993,11545,34879,591,9563,171416,52248,28087,19832,1285,217420,4553,95.0,42.0
Jharkhand,Simdega,22.608760391198054,84.59193691931536,367,599578,300309,299269,343483,288645,201524,15103,306601,51,753,114,159867,128778,310933,90232,8011,144169,11114,155283,3472,16865,423,4649,130068,47836,24842,13674,1158,111052,4279,100.0,57.0
Karnataka,Bagalkot,16.15860676328503,75.64526070853468,556,1889752,950111,939641,1113412,818081,1634229,219991,3433,443,412,25198,511575,306506,1071671,303243,44797,324799,165858,490657,49345,301389,3745,26297,385986,171505,115095,82319,9726,287059,54451,99.0,59.0
Karnataka,Bangalore Rural,12.936827087794448,77.47369314775169,583,990923,509172,481751,688749,459891,890429,92252,5368,389,272,1045,315499,144392,531032,84108,19457,231052,95410,326462,77454,214253,3729,17066,168165,166677,82235,51015,10389,163974,55447,95.0,70.0
Karnataka,Belgaum,16.16107219152853,74.72329042357275,555,4779661,2423063,2356598,3052032,2105668,4038331,528412,18418,2037,1086,178310,1372422,733246,2673993,649517,60342,962777,356198,1318975,240742,808827,17560,73497,1057297,532584,279583,201884,35104,811672,126662,97.0,64.0
Karnataka,Bellary,15.074377548209377,76.47228471074374,565,2452595,1236954,1215641,1421621,1116880,2103633,320834,14014,1029,284,8044,703258,413622,1335715,406092,22832,371604,251876,623480,114040,440374,9626,40190,529576,203139,121453,89475,14163,366781,102920,98.0,58.0
Karnataka,Bidar,17.950361730769224,77.19459961538459,558,1703300,870665,832635,1042673,702608,1289709,335184,35438,1145,30453,680,459050,243558,1000692,280091,18095,287134,102269,389403,34924,271439,3971,36072,474921,181076,105347,54900,9724,278386,30830,96.0,61.0
Karnataka,Bijapur,16.84015316666667,75.95909166666665,417,255230,128663,126567,86919,134525,245151,1617,2709,68,1649,15,71591,62934,120705,49859,1399,50449,7942,58391,1022,12516,117,1462,22787,7192,6755,3421,305,47682,1846,98.0,34.0
Karnataka,Bijapur,16.84015316666667,75.95909166666665,557,2177331,1111022,1066309,1248268,927722,1786830,369588,2433,558,374,8665,580111,347611,1249609,351600,25379,396449,131041,527490,58890,326594,4987,36571,430477,182756,129109,96990,11722,338321,55083,96.0,57.0
Karnataka,Chikmagalur,13.425288289676422,75.67626502311249,570,1137961,566622,571339,818345,565774,1004553,101235,26000,182,109,4710,357889,207885,572187,126600,8873,311660,80766,392426,74534,238505,4510,18727,257550,177585,96470,72420,15446,216586,41283,101.0,72.0
Karnataka,Chitradurga,14.29102220394736,76.57821957236843,566,1659456,840843,818613,1087392,856587,1520553,128751,3175,322,84,3778,513311,343276,802869,294337,26235,349704,97644,447348,60522,307257,5711,28897,332648,217567,132435,75262,7425,298987,46758,97.0,66.0
Karnataka,Davanagere,14.330414586709884,75.91723841166937,567,1945497,986400,959097,1308540,875207,1658465,265805,5420,307,164,6417,585639,289568,1070290,295873,31438,354680,176011,530691,100812,372671,7320,39416,446793,269748,154781,123863,15449,320621,73448,97.0,67.0
Karnataka,Dharwad,15.343831376975173,75.13831264108359,562,1847023,937206,909817,1301664,784833,1390020,386834,28747,1486,715,29037,543776,241057,1062190,207642,16463,199707,283397,483104,140584,347962,15013,49585,383041,227113,143453,137768,21127,275419,87134,97.0,70.0
Karnataka,Gadag,15.507128256880746,75.64861302752298,561,1064570,537147,527423,700177,495722,907750,143665,3432,231,79,5993,310412,185310,568848,200310,15485,180066,111906,291972,31959,198064,3373,15625,244640,105150,63816,42053,5205,175742,32788,98.0,66.0
Karnataka,Gulbarga,17.070459515951594,76.87503850385033,579,2566326,1301755,1264571,1427368,1087028,2011014,513125,8344,826,9589,4865,680001,407027,1479298,415267,25891,400704,199303,600007,77334,404767,9752,52483,579057,290570,153746,104256,12872,378218,79335,97.0,56.0
Karnataka,Hassan,12.945098749999998,76.11049549999997,574,1776421,883667,892754,1225256,903580,1630814,120011,15611,289,623,5820,560452,343128,872841,165910,16126,496103,132878,628981,90599,400702,4851,23444,354480,292369,147837,103152,14979,363138,57085,101.0,69.0
Karnataka,Haveri,14.737582809224318,75.3961230607966,564,1597668,819128,778540,1085443,730066,1281878,297927,2406,419,68,9834,490731,239335,867602,311263,20217,315076,98488,413564,41517,295937,2456,17819,430529,158442,84357,55310,5681,280133,37221,95.0,68.0
Karnataka,Kodagu,12.39684468085106,75.79336595744688,576,554519,274608,279911,412877,278938,448986,87274,17130,139,126,250,172100,106838,275581,15153,1549,181182,31792,212974,40958,113931,3308,10758,111562,86232,54939,43225,16963,93366,22511,102.0,74.0
Karnataka,Kolar,13.312799881235172,78.01376947743476,581,1536401,776396,760005,1016219,717872,1305431,199873,26722,253,150,2494,454048,263824,818529,201233,24178,326567,151042,477609,72407,309494,5051,27235,289841,225498,107929,71422,9208,261316,60630,98.0,66.0
Karnataka,Koppal,15.651253271028034,76.1617048598131,560,1389920,699926,689994,809085,654766,1218024,161770,4081,296,85,2898,387974,266792,735154,273016,18794,272968,64681,337649,31673,223166,2135,15263,357098,113028,72243,43967,6211,212484,41112,99.0,58.0
Karnataka,Mandya,12.574901806239744,76.81570098522172,573,1805769,905085,900684,1149649,871408,1712695,77801,8506,322,299,3607,575203,296205,934361,216159,17834,458867,103435,562302,80452,391033,3367,20265,309476,308624,157839,102838,8188,370797,47339,100.0,64.0
Karnataka,Mysore,12.248100259403367,76.52881802853437,577,3001127,1511600,1489527,1962180,1314268,2631985,290549,39361,1255,16194,14419,921803,392465,1686859,311002,28162,540596,380386,920982,273706,640868,28397,80086,537686,452412,222230,212541,40420,529209,139947,99.0,65.0
Karnataka,Raichur,16.050795353982295,76.87368606194688,559,1928812,964511,964301,979769,903413,1634062,272022,10394,538,2265,4156,530373,373040,1025399,383526,19095,330446,125402,455848,51443,314547,5200,33903,385673,153346,82082,50463,11104,300223,48296,100.0,51.0
Karnataka,Shimoga,14.063845885634592,75.17882078103197,568,1752753,877415,875338,1263016,780598,1479424,234664,26521,400,120,9234,534487,246111,972155,246464,15087,352444,201662,554106,128087,363835,8791,35207,385978,251095,132138,111753,20781,315329,77868,100.0,72.0
Karnataka,Tumkur,13.592467760074973,77.02297966260545,571,2678980,1350594,1328386,1813391,1354646,2413812,245923,9130,477,187,5067,837512,517134,1324334,352286,54523,685443,204799,890242,116539,562769,7971,41751,500593,423738,213588,143735,14929,532693,93096,98.0,68.0
Karnataka,Udupi,13.450404228534568,74.72009990316337,569,1177361,562131,615230,926429,513241,1009179,96740,65838,232,161,4534,335399,177842,664120,63390,10580,269817,115572,385389,83810,224814,9070,24817,286193,178094,109663,107279,21349,220662,21037,109.0,79.0
Kerala,Alappuzha,9.542602965599087,76.38010796263319,598,2127789,1013142,1114647,1852797,804471,1460447,224545,435056,268,146,74,536738,267733,1323318,71706,35865,331419,392117,723536,274392,507913,28842,71593,334339,573306,274789,198858,42404,496464,24772,110.0,87.0
